Date : 2023-06-07 18:34:14
Directory : c:\Users\Fire and Ice\Documents\GitHub\frontend2\src
Total : 1322 files,  159544 codes, 12148 comments, 8730 blanks, all 180422 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\file-upload\file-upload.component.css                                                             | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\file-upload\file-upload.component.html                                                            | HTML       |       -130 |         -6 |         -7 |       -143 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\file-upload\file-upload.component.spec.ts                                                         | TypeScript |        -22 |         -1 |         -6 |        -29 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\file-upload\file-upload.component.ts                                                              | TypeScript |     -1,081 |       -185 |        -38 |     -1,304 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\list-account\list-account.component.css                                                           | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\list-account\list-account.component.html                                                          | HTML       |        -45 |         -1 |        -10 |        -56 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\list-account\list-account.component.spec.ts                                                       | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\list-account\list-account.component.ts                                                            | TypeScript |       -538 |       -129 |        -31 |       -698 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\partial-automatic\partial-automatic.component.css                                                 | CSS        |        -26 |         -7 |         -3 |        -36 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\partial-automatic\partial-automatic.component.html                                                | HTML       |       -147 |        -60 |        -15 |       -222 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\partial-automatic\partial-automatic.component.spec.ts                                             | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\partial-automatic\partial-automatic.component.ts                                                  | TypeScript |     -1,334 |       -239 |        -32 |     -1,605 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\partial-matched\partial-matched.component.css                                                     | CSS        |        -22 |         -6 |         -2 |        -30 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\partial-matched\partial-matched.component.html                                                    | HTML       |       -143 |        -61 |        -13 |       -217 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\partial-matched\partial-matched.component.spec.ts                                                 | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\partial-matched\partial-matched.component.ts                                                      | TypeScript |     -1,220 |     -1,110 |        -41 |     -2,371 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\pending-accounts\pending-accounts.component.css                                                   | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\pending-accounts\pending-accounts.component.html                                                  | HTML       |        -35 |         -4 |          0 |        -39 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\pending-accounts\pending-accounts.component.spec.ts                                               | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\pending-accounts\pending-accounts.component.ts                                                    | TypeScript |       -508 |        -71 |        -39 |       -618 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\pending-currencies\pending-currencies.component.css                                               | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\pending-currencies\pending-currencies.component.html                                              | HTML       |        -35 |         -4 |          0 |        -39 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\pending-currencies\pending-currencies.component.spec.ts                                           | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\pending-currencies\pending-currencies.component.ts                                                | TypeScript |       -526 |        -63 |        -46 |       -635 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\recon-automatic\recon-automatic.component.css                                                     | CSS        |        -26 |         -7 |         -3 |        -36 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\recon-automatic\recon-automatic.component.html                                                    | HTML       |       -147 |        -60 |        -16 |       -223 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\recon-automatic\recon-automatic.component.spec.ts                                                 | TypeScript |        -22 |         -1 |         -6 |        -29 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\recon-automatic\recon-automatic.component.ts                                                      | TypeScript |     -1,280 |       -259 |        -33 |     -1,572 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\recon-manual-speed\recon-manual-speed.component.css                                               | CSS        |       -110 |        -21 |         -3 |       -134 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\recon-manual-speed\recon-manual-speed.component.html                                              | HTML       |       -291 |        -71 |        -26 |       -388 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\recon-manual-speed\recon-manual-speed.component.spec.ts                                           | TypeScript |        -22 |         -1 |         -6 |        -29 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\recon-manual-speed\recon-manual-speed.component.ts                                                | TypeScript |     -3,698 |       -492 |        -79 |     -4,269 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\reconcile\reconcile.component.css                                                                 | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\reconcile\reconcile.component.html                                                                | HTML       |        -35 |         -4 |         -3 |        -42 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\reconcile\reconcile.component.spec.ts                                                             | TypeScript |        -22 |         -1 |         -6 |        -29 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\reconcile\reconcile.component.ts                                                                  | TypeScript |        -21 |          0 |         -5 |        -26 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\rejected-accounts\rejected-accounts.component.css                                                 | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\rejected-accounts\rejected-accounts.component.html                                                | HTML       |        -35 |         -4 |         -1 |        -40 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\rejected-accounts\rejected-accounts.component.spec.ts                                             | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\rejected-accounts\rejected-accounts.component.ts                                                  | TypeScript |       -492 |       -247 |        -32 |       -771 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\rejected-currencies\rejected-currencies.component.css                                             | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\rejected-currencies\rejected-currencies.component.html                                            | HTML       |        -35 |         -4 |          0 |        -39 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\rejected-currencies\rejected-currencies.component.spec.ts                                         | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\rejected-currencies\rejected-currencies.component.ts                                              | TypeScript |       -522 |        -64 |        -43 |       -629 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\remark\remark.component.css                                                                       | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\remark\remark.component.html                                                                      | HTML       |        -40 |          0 |         -3 |        -43 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\remark\remark.component.spec.ts                                                                   | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\remark\remark.component.ts                                                                        | TypeScript |       -548 |       -106 |        -54 |       -708 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\replay-remark\replay-remark.component.css                                                         | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\replay-remark\replay-remark.component.html                                                        | HTML       |       -105 |          0 |        -21 |       -126 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\replay-remark\replay-remark.component.spec.ts                                                     | TypeScript |        -18 |         -2 |         -6 |        -26 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\replay-remark\replay-remark.component.ts                                                          | TypeScript |       -160 |        -13 |        -31 |       -204 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\report\report-all\report-all.component.css                                                        | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\report\report-all\report-all.component.html                                                       | HTML       |        -65 |          0 |         -1 |        -66 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\report\report-all\report-all.component.spec.ts                                                    | TypeScript |        -22 |         -1 |         -6 |        -29 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\report\report-all\report-all.component.ts                                                         | TypeScript |       -327 |       -144 |        -14 |       -485 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\all-view\all-view.component.css                                         | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\all-view\all-view.component.html                                        | HTML       |        -29 |          0 |         -3 |        -32 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\all-view\all-view.component.spec.ts                                     | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\all-view\all-view.component.ts                                          | TypeScript |         -8 |          0 |         -3 |        -11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\btb-view\btb-view.component.css                                         | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\btb-view\btb-view.component.html                                        | HTML       |        -19 |        -10 |         -2 |        -31 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\btb-view\btb-view.component.spec.ts                                     | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\btb-view\btb-view.component.ts                                          | TypeScript |         -8 |          0 |         -3 |        -11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\erca-view\erca-view.component.css                                       | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\erca-view\erca-view.component.html                                      | HTML       |        -19 |        -10 |         -3 |        -32 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\erca-view\erca-view.component.spec.ts                                   | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\erca-view\erca-view.component.ts                                        | TypeScript |         -8 |          0 |         -3 |        -11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\rtgs-view\rtgs-view.component.css                                       | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\rtgs-view\rtgs-view.component.html                                      | HTML       |        -19 |        -11 |         -1 |        -31 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\rtgs-view\rtgs-view.component.spec.ts                                   | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\rtgs-view\rtgs-view.component.ts                                        | TypeScript |         -8 |          0 |         -3 |        -11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\sos-view\sos-view.component.css                                         | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\sos-view\sos-view.component.html                                        | HTML       |        -19 |        -10 |         -3 |        -32 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\sos-view\sos-view.component.spec.ts                                     | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\sos-view\sos-view.component.ts                                          | TypeScript |         -8 |          0 |         -3 |        -11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-matched\view-all-matched.component.css                         | CSS        |       -110 |        -21 |         -3 |       -134 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-matched\view-all-matched.component.html                        | HTML       |       -228 |        -33 |        -36 |       -297 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-matched\view-all-matched.component.spec.ts                     | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-matched\view-all-matched.component.ts                          | TypeScript |       -977 |       -297 |        -47 |     -1,321 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-partially-matched\view-all-partially-matched.component.css     | CSS        |       -110 |        -21 |         -3 |       -134 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-partially-matched\view-all-partially-matched.component.html    | HTML       |       -229 |        -33 |        -39 |       -301 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-partially-matched\view-all-partially-matched.component.spec.ts | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-partially-matched\view-all-partially-matched.component.ts      | TypeScript |     -1,331 |       -220 |        -38 |     -1,589 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-unmatched\view-all-unmatched.component.css                     | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-unmatched\view-all-unmatched.component.html                    | HTML       |       -185 |        -33 |        -34 |       -252 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-unmatched\view-all-unmatched.component.spec.ts                 | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-all-unmatched\view-all-unmatched.component.ts                      | TypeScript |       -898 |       -289 |        -37 |     -1,224 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-btb-matched\view-btb-matched.component.css                         | CSS        |       -110 |        -21 |         -3 |       -134 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-btb-matched\view-btb-matched.component.html                        | HTML       |       -229 |        -33 |        -36 |       -298 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-btb-matched\view-btb-matched.component.spec.ts                     | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-btb-matched\view-btb-matched.component.ts                          | TypeScript |     -1,261 |       -226 |        -45 |     -1,532 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-erca-matched\view-erca-matched.component.css                       | CSS        |       -110 |        -21 |         -3 |       -134 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-erca-matched\view-erca-matched.component.html                      | HTML       |       -229 |        -33 |        -38 |       -300 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-erca-matched\view-erca-matched.component.spec.ts                   | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-erca-matched\view-erca-matched.component.ts                        | TypeScript |     -1,489 |       -229 |        -42 |     -1,760 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-rtgs-matched\view-rtgs-matched.component.css                       | CSS        |       -110 |        -21 |         -3 |       -134 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-rtgs-matched\view-rtgs-matched.component.html                      | HTML       |       -229 |        -33 |        -39 |       -301 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-rtgs-matched\view-rtgs-matched.component.spec.ts                   | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-rtgs-matched\view-rtgs-matched.component.ts                        | TypeScript |     -1,142 |       -201 |        -49 |     -1,392 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-sos-matched\view-sos-matched.component.css                         | CSS        |       -110 |        -21 |         -3 |       -134 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-sos-matched\view-sos-matched.component.html                        | HTML       |       -229 |        -33 |        -35 |       -297 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-sos-matched\view-sos-matched.component.spec.ts                     | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\transaction-matching-view\view-sos-matched\view-sos-matched.component.ts                          | TypeScript |     -1,321 |       -226 |        -33 |     -1,580 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-account-request\view-account-request.component.css                                           | CSS        |         -6 |          0 |         -1 |         -7 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-account-request\view-account-request.component.html                                          | HTML       |        -41 |         -1 |         -1 |        -43 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-account-request\view-account-request.component.spec.ts                                       | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-account-request\view-account-request.component.ts                                            | TypeScript |     -1,301 |       -655 |        -66 |     -2,022 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-currency-request\view-currency-request.component.css                                         | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-currency-request\view-currency-request.component.html                                        | HTML       |        -41 |          0 |         -1 |        -42 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-currency-request\view-currency-request.component.spec.ts                                     | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-currency-request\view-currency-request.component.ts                                          | TypeScript |     -1,297 |       -698 |        -59 |     -2,054 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-core\view-edited-core.component.css                                                   | CSS        |        -10 |          0 |          0 |        -10 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-core\view-edited-core.component.html                                                  | HTML       |        -47 |         -1 |         -6 |        -54 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-core\view-edited-core.component.spec.ts                                               | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-core\view-edited-core.component.ts                                                    | TypeScript |       -572 |        -99 |        -54 |       -725 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-nbe\view-edited-nbe.component.css                                                     | CSS        |        -10 |          0 |          0 |        -10 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-nbe\view-edited-nbe.component.html                                                    | HTML       |        -52 |          0 |         -7 |        -59 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-nbe\view-edited-nbe.component.spec.ts                                                 | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-nbe\view-edited-nbe.component.ts                                                      | TypeScript |       -570 |        -85 |        -47 |       -702 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-transaction\view-edited-transaction.component.css                                     | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-transaction\view-edited-transaction.component.html                                    | HTML       |        -29 |          0 |         -5 |        -34 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-transaction\view-edited-transaction.component.spec.ts                                 | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-edited-transaction\view-edited-transaction.component.ts                                      | TypeScript |         -8 |          0 |         -3 |        -11 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-matching-reason\view-matching-reason.component.css                                           | CSS        |       -110 |        -21 |         -3 |       -134 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-matching-reason\view-matching-reason.component.html                                          | HTML       |       -228 |        -33 |        -37 |       -298 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-matching-reason\view-matching-reason.component.spec.ts                                       | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-matching-reason\view-matching-reason.component.ts                                            | TypeScript |       -894 |       -281 |        -43 |     -1,218 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-transaction-history\view-transaction-history.component.css                                   | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-transaction-history\view-transaction-history.component.html                                  | HTML       |       -135 |       -132 |        -36 |       -303 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-transaction-history\view-transaction-history.component.spec.ts                               | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-transaction-history\view-transaction-history.component.ts                                    | TypeScript |       -768 |       -496 |       -134 |     -1,398 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-transacton\view-transacton.component.css                                                     | CSS        |          0 |          0 |         -1 |         -1 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-transacton\view-transacton.component.html                                                    | HTML       |        -45 |          0 |         -2 |        -47 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-transacton\view-transacton.component.spec.ts                                                 | TypeScript |        -18 |          0 |         -6 |        -24 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\components\view-transacton\view-transacton.component.ts                                                      | TypeScript |        -35 |          0 |         -9 |        -44 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\guards\role-user.guard.spec.ts                                                                               | TypeScript |        -12 |          0 |         -5 |        -17 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\c\guards\role-user.guard.ts                                                                                    | TypeScript |        -18 |          0 |         -4 |        -22 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\account-payload.spec.ts                                                                               | TypeScript |         -6 |          0 |         -2 |         -8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\account-payload.ts                                                                                    | TypeScript |         -8 |          0 |         -1 |         -9 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\comment-payload.spec.ts                                                                               | TypeScript |         -6 |          0 |         -2 |         -8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\comment-payload.ts                                                                                    | TypeScript |         -6 |          0 |         -2 |         -8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\currency-request.spec.ts                                                                              | TypeScript |         -6 |          0 |         -2 |         -8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\currency-request.ts                                                                                   | TypeScript |         -7 |          0 |         -2 |         -9 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\edit-transaction-payload\edit-transaction-payload.ts                                                  | TypeScript |        -10 |          0 |          0 |        -10 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\edit-transaction-payload\reason_edit_delete.ts                                                        | TypeScript |         -5 |          0 |          0 |         -5 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\file-payload.spec.ts                                                                                  | TypeScript |         -6 |          0 |         -2 |         -8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\file-payload.ts                                                                                       | TypeScript |        -13 |          0 |         -2 |        -15 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\general-search-payload.spec.ts                                                                        | TypeScript |         -6 |          0 |         -2 |         -8 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\general-search-payload.ts                                                                             | TypeScript |        -12 |          0 |         -2 |        -14 |
| c:\Users\Fire and Ice\Documents\GitHub\frontend\plate\src\app\User\payloads\match-deatail-payload-core.spec.ts                                                                    | TypeScript |         -6 |          0 |         -2 |         -8 |
